,Track,Job Role,TSC,Minimum Level
1249,Map_Top_5_CCS/4. Data and AI/,Head of Data Science AI,Solution Architecture,Level 5
1250,Map_Top_5_CCS/4. Data and AI/,Head of Data Science AI,Stakeholder Management ,Level 5
1251,Map_Top_5_CCS/4. Data and AI/,Head of Data Science AI,Strategy Implementation,Level 4
1252,Map_Top_5_CCS/4. Data and AI/,Head of Data Science AI,Strategy Planning,Level 5
1253,Map_Top_5_CCS/4. Data and AI/,Head of Data Science AI,Sustainability Management,Level 5
1254,Map_Top_5_CCS/4. Data and AI/,Head of Data Science AI,Text Analytics and Processing,Level 5
1255,Map_Top_5_CCS/4. Data and AI/,CDO CDAIO,Budgeting,Level 6
1256,Map_Top_5_CCS/4. Data and AI/,CDO CDAIO,Business Agility,Level 6
1257,Map_Top_5_CCS/4. Data and AI/,CDO CDAIO,Business Continuity,Level 6
1258,Map_Top_5_CCS/4. Data and AI/,CDO CDAIO,Business Risk Management,Level 6
1259,Map_Top_5_CCS/4. Data and AI/,CDO CDAIO,Change Management,Level 6
1260,Map_Top_5_CCS/4. Data and AI/,CDO CDAIO,Data Ethics,Level 6
1261,Map_Top_5_CCS/4. Data and AI/,CDO CDAIO,Data Governance,Level 6
1262,Map_Top_5_CCS/4. Data and AI/,CDO CDAIO,Data Strategy ,Level 6
1263,Map_Top_5_CCS/4. Data and AI/,CDO CDAIO,Enterprise Architecture,Level 6
1264,Map_Top_5_CCS/4. Data and AI/,CDO CDAIO,Emerging Technology Synthesis,Level 6
1265,Map_Top_5_CCS/4. Data and AI/,CDO CDAIO,IT Governance,Level 6
1266,Map_Top_5_CCS/4. Data and AI/,CDO CDAIO,IT Standards,Level 6
1267,Map_Top_5_CCS/4. Data and AI/,CDO CDAIO,Organisational Analysis,Level 6
1268,Map_Top_5_CCS/4. Data and AI/,CDO CDAIO,Performance Management,Level 6
1269,Map_Top_5_CCS/4. Data and AI/,CDO CDAIO,Quality Standards,Level 6
1270,Map_Top_5_CCS/4. Data and AI/,CDO CDAIO,Research,Level 5
1271,Map_Top_5_CCS/4. Data and AI/,CDO CDAIO,Sustainability Management,Level 6
1272,Map_Top_5_CCS/4. Data and AI/,CDO CDAIO,Stakeholder Management ,Level 6
1273,Map_Top_5_CCS/4. Data and AI/,CDO CDAIO,Strategy Planning,Level 6
1274,Map_Top_5_CCS/4. Data and AI/,Data Engineer,Business Needs Analysis,Level 2
1275,Map_Top_5_CCS/4. Data and AI/,Data Engineer,Change Management,Level 3
1276,Map_Top_5_CCS/4. Data and AI/,Data Engineer,Computational Modelling,Level 3
1277,Map_Top_5_CCS/4. Data and AI/,Data Engineer,Configuration Tracking,Level 1
1278,Map_Top_5_CCS/4. Data and AI/,Data Engineer,Data Design,Level 3
1279,Map_Top_5_CCS/4. Data and AI/,Data Engineer,Data Engineering,Level 3
1280,Map_Top_5_CCS/4. Data and AI/,Data Engineer,Data Ethics,Level 4
1281,Map_Top_5_CCS/4. Data and AI/,Data Engineer,Data Governance,Level 4
1282,Map_Top_5_CCS/4. Data and AI/,Data Engineer,Data Migration,Level 3
1283,Map_Top_5_CCS/4. Data and AI/,Data Engineer,Database Administration,Level 3
1284,Map_Top_5_CCS/4. Data and AI/,Data Engineer,Emerging Technology Synthesis,Level 4
1285,Map_Top_5_CCS/4. Data and AI/,Data Engineer,Project Management,Level 4
1286,Map_Top_5_CCS/4. Data and AI/,Data Engineer,Quality Standards,Level 4
1287,Map_Top_5_CCS/4. Data and AI/,Data Engineer,Security Architecture,Level 3
1288,Map_Top_5_CCS/4. Data and AI/,Data Engineer,Stakeholder Management,Level 3
1289,Map_Top_5_CCS/4. Data and AI/,Data Engineer,Strategy Implementation,Level 3
1290,Map_Top_5_CCS/4. Data and AI/,Data Engineer,System Integration,Level 4
1291,Map_Top_5_CCS/4. Data and AI/,AI ML Engineer,Business Needs Analysis,Level 4
1292,Map_Top_5_CCS/4. Data and AI/,AI ML Engineer,Cloud Computing,Level 3
1293,Map_Top_5_CCS/4. Data and AI/,AI ML Engineer,Computational Modelling,Level 3
1294,Map_Top_5_CCS/4. Data and AI/,AI ML Engineer,Computer Vision Technology,Level 4
1295,Map_Top_5_CCS/4. Data and AI/,AI ML Engineer,Configuration Tracking,Level 3
1296,Map_Top_5_CCS/4. Data and AI/,AI ML Engineer,Data Design,Level 4
1297,Map_Top_5_CCS/4. Data and AI/,AI ML Engineer,Data Engineering,Level 3
1298,Map_Top_5_CCS/4. Data and AI/,AI ML Engineer,Data Governance,Level 4
1299,Map_Top_5_CCS/4. Data and AI/,AI ML Engineer,Data Strategy ,Level 4
1300,Map_Top_5_CCS/4. Data and AI/,AI ML Engineer,Database Administration,Level 3
1301,Map_Top_5_CCS/4. Data and AI/,AI ML Engineer,Emerging Technology Synthesis,Level 4
1302,Map_Top_5_CCS/4. Data and AI/,AI ML Engineer,Intelligent Reasoning,Level 4
1303,Map_Top_5_CCS/4. Data and AI/,AI ML Engineer,Pattern Recognition Systems,Level 4
1304,Map_Top_5_CCS/4. Data and AI/,AI ML Engineer,Project ,NA
1305,Map_Top_5_CCS/4. Data and AI/,AI ML Engineer,Management,Level 4
1306,Map_Top_5_CCS/4. Data and AI/,AI ML Engineer,Security Architecture,Level 3
1307,Map_Top_5_CCS/4. Data and AI/,AI ML Engineer,Self-L,NA
1308,Map_Top_5_CCS/4. Data and AI/,AI ML Engineer,earning Systems,Level 4
1309,Map_Top_5_CCS/4. Data and AI/,AI ML Engineer,Stakeholder Management ,Level 4
1310,Map_Top_5_CCS/4. Data and AI/,AI ML Engineer,System Integration,Level 3
1311,Map_Top_5_CCS/4. Data and AI/,AI ML Engineer,Test Planning,Level 3
1312,Map_Top_5_CCS/4. Data and AI/,AI ML Engineer,Text Analytics and Processing,Level 4
1313,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,Business Needs Analysis,Level 5
1314,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,Change Management,Level 4
1315,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,Cloud Computing,Level 4
1316,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,Computational Modelling,Level 4
1317,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,Computer Vision Technology,Level 5
1318,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,Configuration Tracking,Level 4
1319,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,Data Design,Level 5
1320,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,Data ,NA
1321,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,Engineering,Level 4
1322,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,Data Governance,Level 5
1323,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,Data Strategy ,Level 5
1324,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,Database Administration,Level 4
1325,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,Emerging Technology Synthesis,Level 5
1326,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,Intelligent Reasoning,Level 5
1327,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,Pattern Recognition Systems,Level 5
1328,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,Problem Management,Level 5
1329,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,Project Management,Level 5
1330,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,Security Architecture,Level 4
1331,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,Self-L,NA
1332,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,earning Systems,Level 5
1333,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,Stakeholder Management ,Level 5
1334,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,System Integration,Level 4
1335,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,Test Planning,Level 4
1336,Map_Top_5_CCS/4. Data and AI/,Senior AI ML Engineer(GSC Top 5).docx,Text Analytics and Processing,Level 5
1337,Map_Top_5_CCS/4. Data and AI/,AI Applied Researcher,Business ,NA
1338,Map_Top_5_CCS/4. Data and AI/,AI Applied Researcher,Innovation,Level 5
1339,Map_Top_5_CCS/4. Data and AI/,AI Applied Researcher,Business Needs Analysis,Level 5
1340,Map_Top_5_CCS/4. Data and AI/,AI Applied Researcher,Computer Vision Technology,Level 4
1341,Map_Top_5_CCS/4. Data and AI/,AI Applied Researcher,Data Design,Level 5
1342,Map_Top_5_CCS/4. Data and AI/,AI Applied Researcher,Data Ethics,Level 5
1343,Map_Top_5_CCS/4. Data and AI/,AI Applied Researcher,Data Governance,Level 5
1344,Map_Top_5_CCS/4. Data and AI/,AI Applied Researcher,Data Strategy,Level 5
1345,Map_Top_5_CCS/4. Data and AI/,AI Applied Researcher,Design Thinking Practice,Level 5
1346,Map_Top_5_CCS/4. Data and AI/,AI Applied Researcher,Emerging Technology Synthesis,Level 5
1347,Map_Top_5_CCS/4. Data and AI/,AI Applied Researcher,Intelligent Reasoning,Level 5
1348,Map_Top_5_CCS/4. Data and AI/,AI Applied Researcher,Organisational Design,Level 5
1349,Map_Top_5_CCS/4. Data and AI/,AI Applied Researcher,Pattern Recognition Systems,Level 5
1350,Map_Top_5_CCS/4. Data and AI/,AI Applied Researcher,Project ,NA
1351,Map_Top_5_CCS/4. Data and AI/,AI Applied Researcher,Management,Level 5
1352,Map_Top_5_CCS/4. Data and AI/,AI Applied Researcher,Quality Standards,Level 5
1353,Map_Top_5_CCS/4. Data and AI/,AI Applied Researcher,Research,Level 4
1354,Map_Top_5_CCS/4. Data and AI/,AI Applied Researcher,Self-learning Systems,Level 4
1355,Map_Top_5_CCS/4. Data and AI/,AI Applied Researcher,Stakeholder Management,Level 4
1356,Map_Top_5_CCS/4. Data and AI/,AI Applied Researcher,Text Analytics and Processing,Level 6
1357,Map_Top_5_CCS/4. Data and AI/,Data Analyst Associate Data Engineer,Budgeting,Level 3
1358,Map_Top_5_CCS/4. Data and AI/,Data Analyst Associate Data Engineer,Business Innovation,Level 4
1359,Map_Top_5_CCS/4. Data and AI/,Data Analyst Associate Data Engineer,Business Needs Analysis,Level 2
1360,Map_Top_5_CCS/4. Data and AI/,Data Analyst Associate Data Engineer,Business Performance Management,Level 3
1361,Map_Top_5_CCS/4. Data and AI/,Data Analyst Associate Data Engineer,Data Analytics,Level 2
1362,Map_Top_5_CCS/4. Data and AI/,Data Analyst Associate Data Engineer,Data Engineering,Level 2
1363,Map_Top_5_CCS/4. Data and AI/,Data Analyst Associate Data Engineer,Data Ethics,Level 3
1364,Map_Top_5_CCS/4. Data and AI/,Data Analyst Associate Data Engineer,Data Visualisation,Level 3
1365,Map_Top_5_CCS/4. Data and AI/,Data Analyst Associate Data Engineer,Database Administration,Level 2
1366,Map_Top_5_CCS/4. Data and AI/,Data Analyst Associate Data Engineer,Design Thinking Practice,Level 3
1367,Map_Top_5_CCS/4. Data and AI/,Data Analyst Associate Data Engineer,Networking,Level 3
1368,Map_Top_5_CCS/4. Data and AI/,Data Analyst Associate Data Engineer,Project Management,Level 3
1369,Map_Top_5_CCS/4. Data and AI/,Data Analyst Associate Data Engineer,Stakeholder Management ,Level 2
1370,Map_Top_5_CCS/4. Data and AI/,Senior Data Engineer,Business Needs Analysis,Level 3
1371,Map_Top_5_CCS/4. Data and AI/,Senior Data Engineer,Change Management,Level 4
1372,Map_Top_5_CCS/4. Data and AI/,Senior Data Engineer,Computational Modelling,Level 4
1373,Map_Top_5_CCS/4. Data and AI/,Senior Data Engineer,Configuration Tracking,Level 3
1374,Map_Top_5_CCS/4. Data and AI/,Senior Data Engineer,Data Design,Level 4
1375,Map_Top_5_CCS/4. Data and AI/,Senior Data Engineer,Data Engineering,Level 4
1376,Map_Top_5_CCS/4. Data and AI/,Senior Data Engineer,Data Ethics,Level 5
1377,Map_Top_5_CCS/4. Data and AI/,Senior Data Engineer,Data Governance,Level 5
1378,Map_Top_5_CCS/4. Data and AI/,Senior Data Engineer,Data Migration,Level 4
1379,Map_Top_5_CCS/4. Data and AI/,Senior Data Engineer,Data Strategy ,Level 5
1380,Map_Top_5_CCS/4. Data and AI/,Senior Data Engineer,Database Administration,Level 4
1381,Map_Top_5_CCS/4. Data and AI/,Senior Data Engineer,Emerging Technology Synthesis,Level 5
1382,Map_Top_5_CCS/4. Data and AI/,Senior Data Engineer,Learning and Development,Level 4
1383,Map_Top_5_CCS/4. Data and AI/,Senior Data Engineer,Manpower Planning,Level 4
1384,Map_Top_5_CCS/4. Data and AI/,Senior Data Engineer,People and Performance Management,Level 3
1385,Map_Top_5_CCS/4. Data and AI/,Senior Data Engineer,Project Management,Level 5
1386,Map_Top_5_CCS/4. Data and AI/,Senior Data Engineer,Quality Standards ,Level 4
1387,Map_Top_5_CCS/4. Data and AI/,Senior Data Engineer,Security Architecture,Level 3
1388,Map_Top_5_CCS/4. Data and AI/,Senior Data Engineer,Stakeholder Management ,Level 4
1389,Map_Top_5_CCS/4. Data and AI/,Senior Data Engineer,Strategy Implementation,Level 4
1390,Map_Top_5_CCS/4. Data and AI/,Senior Data Engineer,Strategy Planning,Level 4
1391,Map_Top_5_CCS/4. Data and AI/,Senior Data Engineer,System Integration,Level 5
1392,Map_Top_5_CCS/4. Data and AI/,BI Director,Budgeting ,Level 5
1393,Map_Top_5_CCS/4. Data and AI/,BI Director,Business Innovation,Level 6
1394,Map_Top_5_CCS/4. Data and AI/,BI Director,Business Needs Analysis,Level 5
1395,Map_Top_5_CCS/4. Data and AI/,BI Director,Business Performance Management,Level 5
1396,Map_Top_5_CCS/4. Data and AI/,BI Director,Data Analytics,Level 5
1397,Map_Top_5_CCS/4. Data and AI/,BI Director,Data Ethics,Level 5
1398,Map_Top_5_CCS/4. Data and AI/,BI Director,Data Governance,Level 5
1399,Map_Top_5_CCS/4. Data and AI/,BI Director,Data Visualisation,Level 5
1400,Map_Top_5_CCS/4. Data and AI/,BI Director,Design Thinking Practice,Level 5
1401,Map_Top_5_CCS/4. Data and AI/,BI Director,Learning and Development,Level 5
1402,Map_Top_5_CCS/4. Data and AI/,BI Director,Manpower Planning,Level 5
1403,Map_Top_5_CCS/4. Data and AI/,BI Director,Networking,Level 5
1404,Map_Top_5_CCS/4. Data and AI/,BI Director,People and Performance Management,Level 5
1405,Map_Top_5_CCS/4. Data and AI/,BI Director,Project Management,Level 5
1406,Map_Top_5_CCS/4. Data and AI/,BI Director,Stakeholder Management ,Level 5
1407,Map_Top_5_CCS/4. Data and AI/,BI Director,Strategy Implementation,Level 4
1408,Map_Top_5_CCS/4. Data and AI/,BI Director,Strategy Planning,Level 5
1409,Map_Top_5_CCS/5. Operations and Support/,Associate Applications Support Engineer,Applications Support and Enhancement,Level 1
1410,Map_Top_5_CCS/5. Operations and Support/,Associate Applications Support Engineer,Business Needs Analysis,Level 2
1411,Map_Top_5_CCS/5. Operations and Support/,Associate Applications Support Engineer,Configuration Tracking,Level 1
1412,Map_Top_5_CCS/5. Operations and Support/,Associate Applications Support Engineer,Customer Experience Management,Level 2
1413,Map_Top_5_CCS/5. Operations and Support/,Associate Applications Support Engineer,Cyber and Data Breach Incident Management,Level 2
1414,Map_Top_5_CCS/5. Operations and Support/,Associate Applications Support Engineer,Process Improvement and Optimisation,Level 3
1415,Map_Top_5_CCS/5. Operations and Support/,Associate Applications Support Engineer,Procurement,Level 2
1416,Map_Top_5_CCS/5. Operations and Support/,Associate Applications Support Engineer,Software Configuration,Level 2
1417,Map_Top_5_CCS/5. Operations and Support/,Associate Applications Support Engineer,Software Testing,Level 2
1418,Map_Top_5_CCS/5. Operations and Support/,Associate Applications Support Engineer,Stakeholder Management,Level 2
1419,Map_Top_5_CCS/5. Operations and Support/,Associate Applications Support Engineer,Test Planning,Level 2
1420,Map_Top_5_CCS/5. Operations and Support/,Data Centre Operations Engineer,Business Needs Analysis,Level 3
1421,Map_Top_5_CCS/5. Operations and Support/,Data Centre Operations Engineer,Business Continuity ,Level 4
1422,Map_Top_5_CCS/5. Operations and Support/,Data Centre Operations Engineer,Cyber and Data Breach Incident Management,Level 3
1423,Map_Top_5_CCS/5. Operations and Support/,Data Centre Operations Engineer,Data Centre Facilities Management,Level 3
1424,Map_Top_5_CCS/5. Operations and Support/,Data Centre Operations Engineer,Disaster Recovery Management,Level 4
1425,Map_Top_5_CCS/5. Operations and Support/,Data Centre Operations Engineer,Infrastructure Support,Level 3
1426,Map_Top_5_CCS/5. Operations and Support/,Data Centre Operations Engineer,IT Asset Management,Level 3
1427,Map_Top_5_CCS/5. Operations and Support/,Data Centre Operations Engineer,IT Strategy,Level 4
1428,Map_Top_5_CCS/5. Operations and Support/,Data Centre Operations Engineer,Learning and Development,Level 4
1429,Map_Top_5_CCS/5. Operations and Support/,Data Centre Operations Engineer,People and Performance Management,Level 3
1430,Map_Top_5_CCS/5. Operations and Support/,Data Centre Operations Engineer,Performance Management,Level 4
1431,Map_Top_5_CCS/5. Operations and Support/,Data Centre Operations Engineer,Problem Management,Level 3
